"analysis","Category","Subcategory","Enrichment","Q_value","Observed","miRNAs_with_rank"
"SurvivalRank_CoxZ","KEGG (miRPathDB)","Renal cell carcinoma","depleted",0.000188450450909091,77,"hsa-miR-196b-5p (#7, z=2.681); hsa-miR-585-3p (#30, z=2.343); hsa-miR-450a-2-3p (#107, z=1.742); hsa-miR-378f (#122, z=1.672); hsa-miR-21-5p (#149, z=1.555); hsa-miR-125b-5p (#224, z=1.242); hsa-miR-5006-5p (#308, z=1.025); hsa-miR-3609 (#334, z=0.915); hsa-miR-155-5p (#364, z=0.875); hsa-miR-541-5p (#376, z=0.830); hsa-miR-216b-5p (#390, z=0.799); hsa-miR-152-3p (#424, z=0.743); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-22-3p (#434, z=0.717); hsa-miR-429 (#453, z=0.678); hsa-miR-365a-3p (#508, z=0.622); hsa-miR-1268b (#513, z=0.609); hsa-miR-185-5p (#516, z=0.601); hsa-miR-9-3p (#565, z=0.520); hsa-miR-29b-3p (#577, z=0.479); hsa-miR-29a-3p (#610, z=0.426); hsa-miR-663a (#805, z=0.215); hsa-miR-19a-3p (#884, z=0.066); hsa-miR-378i (#889, z=0.060); hsa-miR-7-5p (#899, z=0.036); hsa-miR-4524b-5p (#1092, z=-0.002); hsa-miR-30a-3p (#1237, z=-0.003); hsa-miR-93-5p (#1243, z=-0.006); hsa-miR-106a-5p (#1262, z=-0.034); hsa-miR-451a (#1279, z=-0.075); hsa-miR-133b (#1313, z=-0.135); hsa-miR-15a-5p (#1325, z=-0.157); hsa-miR-29c-3p (#1354, z=-0.214); hsa-miR-203a-3p (#1372, z=-0.233); hsa-miR-134-5p (#1395, z=-0.271); hsa-miR-424-5p (#1431, z=-0.340); hsa-miR-550a-3p (#1442, z=-0.361); hsa-miR-126-3p (#1446, z=-0.372); hsa-miR-4524a-5p (#1453, z=-0.383); hsa-miR-6870-3p (#1460, z=-0.390); hsa-miR-27a-3p (#1461, z=-0.391); hsa-miR-16-5p (#1463, z=-0.398); hsa-miR-497-5p (#1472, z=-0.415); hsa-miR-224-5p (#1477, z=-0.425); hsa-miR-125a-5p (#1481, z=-0.432); hsa-miR-181a-5p (#1519, z=-0.505); hsa-miR-668-3p (#1553, z=-0.566); hsa-miR-378a-3p (#1559, z=-0.575); hsa-miR-132-3p (#1571, z=-0.592); hsa-miR-1268a (#1572, z=-0.594); hsa-miR-142-5p (#1576, z=-0.597); hsa-miR-409-3p (#1602, z=-0.663); hsa-miR-378c (#1608, z=-0.673); hsa-miR-543 (#1617, z=-0.690); hsa-miR-194-5p (#1626, z=-0.704); hsa-miR-139-5p (#1630, z=-0.710); hsa-miR-4632-3p (#1632, z=-0.711); hsa-miR-199a-5p (#1643, z=-0.725); hsa-miR-625-3p (#1658, z=-0.764); hsa-miR-30c-5p (#1664, z=-0.776); hsa-miR-200c-3p (#1667, z=-0.780); hsa-miR-143-3p (#1698, z=-0.840); hsa-miR-107 (#1702, z=-0.845); hsa-miR-195-5p (#1741, z=-0.909); hsa-miR-433-3p (#1744, z=-0.913); hsa-miR-184 (#1749, z=-0.924); hsa-miR-15b-5p (#1762, z=-0.945); hsa-miR-23b-3p (#1768, z=-0.952); hsa-miR-378e (#1782, z=-0.996); hsa-miR-101-3p (#1876, z=-1.302); hsa-miR-378d (#1878, z=-1.309); hsa-miR-494-3p (#1896, z=-1.362); hsa-miR-574-3p (#1897, z=-1.363); hsa-miR-206 (#1898, z=-1.369); hsa-miR-145-5p (#1901, z=-1.390); hsa-miR-199a-3p (#1950, z=-1.810); hsa-miR-329-3p (#1953, z=-1.848)"
"SurvivalRank_CoxZ","KEGG (miRPathDB)","Colorectal cancer","depleted",0.000305884051320755,112,"hsa-miR-196b-5p (#7, z=2.681); hsa-miR-96-5p (#17, z=2.416); hsa-miR-193a-3p (#39, z=2.307); hsa-let-7f-2-3p (#106, z=1.743); hsa-miR-450a-2-3p (#107, z=1.742); hsa-miR-300 (#114, z=1.693); hsa-miR-378f (#122, z=1.672); hsa-miR-21-5p (#149, z=1.555); hsa-miR-1185-2-3p (#151, z=1.544); hsa-miR-125b-5p (#224, z=1.242); hsa-miR-221-3p (#229, z=1.209); hsa-miR-7849-3p (#261, z=1.164); hsa-miR-16-1-3p (#328, z=0.943); hsa-miR-708-5p (#332, z=0.924); hsa-miR-155-5p (#364, z=0.875); hsa-miR-193b-3p (#366, z=0.868); hsa-miR-135a-5p (#388, z=0.801); hsa-miR-3661 (#430, z=0.728); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-1185-1-3p (#440, z=0.705); hsa-miR-452-5p (#444, z=0.699); hsa-miR-429 (#453, z=0.678); hsa-miR-365a-3p (#508, z=0.622); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-33b-5p (#521, z=0.592); hsa-miR-148a-3p (#522, z=0.582); hsa-miR-29b-3p (#577, z=0.479); hsa-miR-29a-3p (#610, z=0.426); hsa-miR-211-5p (#672, z=0.347); hsa-miR-29b-1-5p (#679, z=0.325); hsa-miR-891b (#684, z=0.318); hsa-let-7a-3p (#713, z=0.248); hsa-miR-663a (#805, z=0.215); hsa-miR-503-5p (#833, z=0.146); hsa-miR-138-5p (#834, z=0.146); hsa-miR-330-5p (#853, z=0.120); hsa-miR-374a-3p (#871, z=0.089); hsa-miR-208b-3p (#878, z=0.078); hsa-miR-19a-3p (#884, z=0.066); hsa-miR-30a-5p (#886, z=0.063); hsa-miR-378i (#889, z=0.060); hsa-miR-888-5p (#895, z=0.048); hsa-miR-7-5p (#899, z=0.036); hsa-miR-4524b-5p (#1092, z=-0.002); hsa-miR-448 (#1236, z=-0.003); hsa-miR-93-5p (#1243, z=-0.006); hsa-miR-106a-5p (#1262, z=-0.034); hsa-miR-151a-5p (#1263, z=-0.035); hsa-miR-425-5p (#1269, z=-0.057); hsa-miR-451a (#1279, z=-0.075); hsa-miR-892b (#1288, z=-0.093); hsa-miR-15a-5p (#1325, z=-0.157); hsa-miR-106b-5p (#1330, z=-0.164); hsa-miR-146a-5p (#1331, z=-0.164); hsa-miR-29c-3p (#1354, z=-0.214); hsa-miR-203a-3p (#1372, z=-0.233); hsa-miR-449a (#1397, z=-0.274); hsa-miR-590-5p (#1426, z=-0.327); hsa-miR-424-5p (#1431, z=-0.340); hsa-miR-34a-3p (#1435, z=-0.348); hsa-miR-326 (#1441, z=-0.360); hsa-miR-550a-3p (#1442, z=-0.361); hsa-miR-126-3p (#1446, z=-0.372); hsa-miR-4524a-5p (#1453, z=-0.383); hsa-miR-4677-3p (#1456, z=-0.387); hsa-miR-27a-3p (#1461, z=-0.391); hsa-miR-16-5p (#1463, z=-0.398); hsa-miR-200a-3p (#1464, z=-0.403); hsa-miR-497-5p (#1472, z=-0.415); hsa-miR-224-5p (#1477, z=-0.425); hsa-miR-1246 (#1479, z=-0.429); hsa-miR-125a-5p (#1481, z=-0.432); hsa-miR-18a-5p (#1483, z=-0.438); hsa-let-7g-5p (#1485, z=-0.438); hsa-miR-150-3p (#1490, z=-0.449); hsa-miR-181a-5p (#1519, z=-0.505); hsa-miR-668-3p (#1553, z=-0.566); hsa-miR-378a-3p (#1559, z=-0.575); hsa-miR-142-5p (#1576, z=-0.597); hsa-miR-409-3p (#1602, z=-0.663); hsa-let-7b-3p (#1616, z=-0.688); hsa-miR-139-5p (#1630, z=-0.710); hsa-miR-20a-5p (#1642, z=-0.725); hsa-miR-199a-5p (#1643, z=-0.725); hsa-miR-30c-5p (#1664, z=-0.776); hsa-miR-200c-3p (#1667, z=-0.780); hsa-miR-143-3p (#1698, z=-0.840); hsa-miR-17-5p (#1712, z=-0.859); hsa-miR-582-5p (#1729, z=-0.889); hsa-miR-195-5p (#1741, z=-0.909); hsa-miR-184 (#1749, z=-0.924); hsa-miR-15b-5p (#1762, z=-0.945); hsa-miR-378e (#1782, z=-0.996); hsa-miR-130a-3p (#1801, z=-1.036); hsa-miR-34b-5p (#1805, z=-1.040); hsa-miR-487b-3p (#1815, z=-1.076); hsa-miR-3648 (#1818, z=-1.079); hsa-miR-885-5p (#1838, z=-1.144); hsa-miR-34c-5p (#1845, z=-1.176); hsa-miR-214-3p (#1856, z=-1.203); hsa-miR-101-3p (#1876, z=-1.302); hsa-miR-378d (#1878, z=-1.309); hsa-miR-33a-3p (#1888, z=-1.338); hsa-miR-494-3p (#1896, z=-1.362); hsa-miR-574-3p (#1897, z=-1.363); hsa-miR-206 (#1898, z=-1.369); hsa-miR-145-5p (#1901, z=-1.390); hsa-miR-34b-3p (#1921, z=-1.519); hsa-miR-34c-3p (#1934, z=-1.657); hsa-miR-323a-3p (#1955, z=-1.884); hsa-miR-490-5p (#1956, z=-1.907); hsa-miR-135b-5p (#1963, z=-2.256)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","TRAF6 mediated NF-kB activation","enriched",0.0939436,11,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-146b-5p (#137, z=1.635); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-6760-5p (#325, z=0.955); hsa-miR-708-5p (#332, z=0.924); hsa-miR-193a-5p (#494, z=0.659); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-29b-3p (#577, z=0.479); hsa-miR-583 (#1039, z=-0.002); hsa-miR-451a (#1279, z=-0.075); hsa-miR-146a-5p (#1331, z=-0.164)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","TP53 Regulates Transcription of Cell Cycle Genes","enriched",0.1229676,44,"hsa-miR-193a-3p (#39, z=2.307); hsa-miR-556-3p (#61, z=2.072); hsa-miR-182-5p (#73, z=1.891); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-3616-3p (#210, z=1.316); hsa-miR-125b-5p (#224, z=1.242); hsa-miR-223-3p (#281, z=1.098); hsa-miR-193b-3p (#366, z=0.868); hsa-miR-98-5p (#421, z=0.749); hsa-miR-152-3p (#424, z=0.743); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-22-3p (#434, z=0.717); hsa-miR-328-5p (#435, z=0.714); hsa-miR-1296-3p (#475, z=0.663); hsa-miR-3171 (#481, z=0.663); hsa-miR-144-5p (#492, z=0.660); hsa-miR-25-3p (#497, z=0.656); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-185-5p (#516, z=0.601); hsa-miR-212-3p (#520, z=0.593); hsa-miR-148a-3p (#522, z=0.582); hsa-miR-4472 (#592, z=0.451); hsa-miR-130b-3p (#631, z=0.370); hsa-miR-6885-5p (#670, z=0.351); hsa-miR-4700-3p (#778, z=0.238); hsa-miR-663a (#805, z=0.215); hsa-miR-6805-5p (#1088, z=-0.002); hsa-miR-106a-5p (#1262, z=-0.034); hsa-miR-15a-5p (#1325, z=-0.157); hsa-miR-106b-5p (#1330, z=-0.164); hsa-miR-92a-3p (#1466, z=-0.406); hsa-miR-125a-5p (#1481, z=-0.432); hsa-miR-148b-3p (#1596, z=-0.655); hsa-miR-20a-5p (#1642, z=-0.725); hsa-miR-200c-3p (#1667, z=-0.780); hsa-miR-524-5p (#1695, z=-0.835); hsa-miR-17-5p (#1712, z=-0.859); hsa-miR-195-5p (#1741, z=-0.909); hsa-miR-15b-5p (#1762, z=-0.945); hsa-miR-23b-3p (#1768, z=-0.952); hsa-miR-34b-5p (#1805, z=-1.040); hsa-miR-24-3p (#1843, z=-1.161); hsa-let-7b-5p (#1847, z=-1.179); hsa-miR-574-3p (#1897, z=-1.363)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","RHO GTPases Activate ROCKs","enriched",0.1329181,12,"hsa-miR-3127-5p (#231, z=1.206); hsa-miR-223-3p (#281, z=1.098); hsa-miR-128-1-5p (#321, z=0.988); hsa-miR-135a-5p (#388, z=0.801); hsa-miR-4725-3p (#401, z=0.777); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-144-5p (#492, z=0.660); hsa-miR-6507-5p (#667, z=0.351); hsa-miR-138-5p (#834, z=0.146); hsa-miR-128-2-5p (#958, z=-0.002); hsa-miR-1233-5p (#1227, z=-0.003); hsa-miR-3936 (#1248, z=-0.020)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","Sema4D induced cell migration and growth-cone collapse","enriched",0.1329181,12,"hsa-miR-3127-5p (#231, z=1.206); hsa-miR-223-3p (#281, z=1.098); hsa-miR-128-1-5p (#321, z=0.988); hsa-miR-135a-5p (#388, z=0.801); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-144-5p (#492, z=0.660); hsa-miR-6507-5p (#667, z=0.351); hsa-miR-138-5p (#834, z=0.146); hsa-miR-660-5p (#888, z=0.061); hsa-miR-128-2-5p (#958, z=-0.002); hsa-miR-1233-5p (#1227, z=-0.003); hsa-miR-3936 (#1248, z=-0.020)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","TICAM1 RIP1-mediated IKK complex recruitment","enriched",0.1398166,14,"hsa-miR-2114-5p (#115, z=1.684); hsa-miR-221-3p (#229, z=1.209); hsa-miR-301a-3p (#274, z=1.123); hsa-miR-6760-5p (#325, z=0.955); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-365a-3p (#508, z=0.622); hsa-miR-185-5p (#516, z=0.601); hsa-miR-130b-3p (#631, z=0.370); hsa-miR-454-3p (#638, z=0.356); hsa-miR-488-3p (#702, z=0.279); hsa-miR-301b-3p (#1500, z=-0.469); hsa-miR-653-5p (#1520, z=-0.511); hsa-miR-200c-3p (#1667, z=-0.780); hsa-miR-130a-3p (#1801, z=-1.036)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","RHO GTPases activate PKNs","enriched",0.1529099,26,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-4481 (#85, z=1.885); hsa-miR-363-5p (#127, z=1.672); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-100-5p (#217, z=1.292); hsa-miR-221-3p (#229, z=1.209); hsa-miR-760 (#339, z=0.906); hsa-miR-193b-3p (#366, z=0.868); hsa-miR-98-5p (#421, z=0.749); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-6745 (#551, z=0.555); hsa-miR-1276 (#626, z=0.381); hsa-miR-663a (#805, z=0.215); hsa-miR-615-3p (#816, z=0.200); hsa-miR-138-5p (#834, z=0.146); hsa-miR-8068 (#966, z=-0.002); hsa-miR-4483 (#1141, z=-0.002); hsa-miR-6793-5p (#1202, z=-0.003); hsa-miR-30a-3p (#1237, z=-0.003); hsa-miR-652-3p (#1242, z=-0.004); hsa-miR-425-3p (#1246, z=-0.015); hsa-miR-629-5p (#1267, z=-0.054); hsa-miR-30e-3p (#1310, z=-0.124); hsa-miR-4766-5p (#1362, z=-0.215); hsa-miR-4507 (#1413, z=-0.301); hsa-miR-31-5p (#1965, z=-2.398)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","Packaging Of Telomere Ends","enriched",0.18122,20,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-363-5p (#127, z=1.672); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-1287-5p (#188, z=1.404); hsa-miR-100-5p (#217, z=1.292); hsa-miR-92b-5p (#318, z=0.999); hsa-miR-760 (#339, z=0.906); hsa-miR-98-5p (#421, z=0.749); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-6745 (#551, z=0.555); hsa-miR-4758-5p (#606, z=0.433); hsa-miR-1276 (#626, z=0.381); hsa-miR-138-5p (#834, z=0.146); hsa-miR-4483 (#1141, z=-0.002); hsa-miR-652-3p (#1242, z=-0.004); hsa-miR-629-5p (#1267, z=-0.054); hsa-miR-4766-5p (#1362, z=-0.215); hsa-miR-4507 (#1413, z=-0.301); hsa-miR-296-3p (#1777, z=-0.974); hsa-miR-31-5p (#1965, z=-2.398)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","IKK complex recruitment mediated by RIP1","enriched",0.1816152,11,"hsa-miR-2114-5p (#115, z=1.684); hsa-miR-146b-5p (#137, z=1.635); hsa-miR-301a-3p (#274, z=1.123); hsa-miR-6760-5p (#325, z=0.955); hsa-miR-200b-3p (#433, z=0.724); hsa-miR-130b-3p (#631, z=0.370); hsa-miR-454-3p (#638, z=0.356); hsa-miR-488-3p (#702, z=0.279); hsa-miR-301b-3p (#1500, z=-0.469); hsa-miR-653-5p (#1520, z=-0.511); hsa-miR-130a-3p (#1801, z=-1.036)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","AKT phosphorylates targets in the nucleus","enriched",0.1835688,12,"hsa-miR-182-5p (#73, z=1.891); hsa-miR-21-5p (#149, z=1.555); hsa-miR-223-3p (#281, z=1.098); hsa-miR-708-5p (#332, z=0.924); hsa-miR-222-3p (#392, z=0.777); hsa-miR-29b-3p (#577, z=0.479); hsa-miR-9-5p (#578, z=0.479); hsa-miR-29a-3p (#610, z=0.426); hsa-miR-126-3p (#1446, z=-0.372); hsa-miR-143-3p (#1698, z=-0.840); hsa-miR-184 (#1749, z=-0.924); hsa-miR-1296-5p (#1892, z=-1.357)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","Base-Excision Repair AP Site Formation","enriched",0.1883271,18,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-363-5p (#127, z=1.672); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-1287-5p (#188, z=1.404); hsa-miR-92b-5p (#318, z=0.999); hsa-miR-760 (#339, z=0.906); hsa-miR-98-5p (#421, z=0.749); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-6745 (#551, z=0.555); hsa-miR-4758-5p (#606, z=0.433); hsa-miR-1276 (#626, z=0.381); hsa-miR-138-5p (#834, z=0.146); hsa-miR-4483 (#1141, z=-0.002); hsa-miR-652-3p (#1242, z=-0.004); hsa-miR-629-5p (#1267, z=-0.054); hsa-miR-4766-5p (#1362, z=-0.215); hsa-miR-4507 (#1413, z=-0.301); hsa-miR-296-3p (#1777, z=-0.974)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","Cleavage of the damaged pyrimidine","enriched",0.1883271,18,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-363-5p (#127, z=1.672); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-1287-5p (#188, z=1.404); hsa-miR-92b-5p (#318, z=0.999); hsa-miR-760 (#339, z=0.906); hsa-miR-98-5p (#421, z=0.749); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-6745 (#551, z=0.555); hsa-miR-4758-5p (#606, z=0.433); hsa-miR-1276 (#626, z=0.381); hsa-miR-138-5p (#834, z=0.146); hsa-miR-4483 (#1141, z=-0.002); hsa-miR-652-3p (#1242, z=-0.004); hsa-miR-629-5p (#1267, z=-0.054); hsa-miR-4766-5p (#1362, z=-0.215); hsa-miR-4507 (#1413, z=-0.301); hsa-miR-296-3p (#1777, z=-0.974)"
"SurvivalRank_CoxZ","Reactome (miRPathDB)","Depyrimidination","enriched",0.1883271,18,"hsa-miR-6748-5p (#31, z=2.343); hsa-miR-363-5p (#127, z=1.672); hsa-miR-6766-5p (#155, z=1.530); hsa-miR-1287-5p (#188, z=1.404); hsa-miR-92b-5p (#318, z=0.999); hsa-miR-760 (#339, z=0.906); hsa-miR-98-5p (#421, z=0.749); hsa-miR-34a-5p (#509, z=0.622); hsa-miR-6745 (#551, z=0.555); hsa-miR-4758-5p (#606, z=0.433); hsa-miR-1276 (#626, z=0.381); hsa-miR-138-5p (#834, z=0.146); hsa-miR-4483 (#1141, z=-0.002); hsa-miR-652-3p (#1242, z=-0.004); hsa-miR-629-5p (#1267, z=-0.054); hsa-miR-4766-5p (#1362, z=-0.215); hsa-miR-4507 (#1413, z=-0.301); hsa-miR-296-3p (#1777, z=-0.974)"
